PCA1,PCA2,KMeans_Cluster
0.7576470652174547,0.07186942168538282,0
-0.6709534324688974,1.6013532395520695,1
0.5445777017906857,-1.3471607971777606,0
0.5188137986699225,3.01789455875737,1
-0.6376842716804517,-1.0695068256846558,0
1.255127306784178,-0.723367747485784,0
-1.2197737365951788,1.7977317589626574,1
-1.4711471042885491,-3.322174879917978,0
2.3031642420123983,1.3222407748285119,0
1.9840983304902866,-0.12126193440021939,0
-0.7724243227090448,1.9783503987167568,1
-1.032197026147788,0.6941762294117374,1
0.3726145192074203,-0.5511748606327489,0
2.1237041459235564,1.0670397929845783,0
-0.21291736334908268,-2.431297214768506,0
-2.4700653779448234,0.38326528354652606,1
-2.1120939055195262,1.220834621584623,1
1.348999824857236,-0.9089014725747881,0
1.1474355817422444,-1.1579625474656359,0
1.76050750017658,0.8741244730552309,0
1.6410622853997816,1.2581389962629412,0
-1.4911388291791692,0.7591286115730803,1
2.0874451458643017,-0.14986850406124924,0
-1.3876838591580045,1.4187114227135875,1
2.151855218044156,0.8766601758117966,0
1.5651644479393811,-0.37363528171380744,0
-2.4722683204593854,0.7555130067824363,1
1.475448211093139,-0.09866137494897588,0
-0.20658196959235667,0.03301076006031185,0
0.3146336611877106,2.086038907889149,1
0.6723901120078954,-1.021051879569767,0
0.052608923241197904,-0.9463625888972833,0
0.32042255389650415,2.6165343518140936,1
-2.829153325619751,-0.453681292669487,1
0.4236627628107182,-1.0944571282319633,0
1.3979353286836607,0.5404444107055641,0
2.5273981375437167,-0.09037218123680843,0
-1.4874199591026749,0.5388177994262936,1
-1.0831400542577534,1.9640166389206581,1
1.3643557850263865,-0.7571257494455329,0
0.1352987639984349,-0.4023899133762466,0
-2.248681181198038,0.7078002208783477,1
1.5653032968164098,-0.5822134206508532,0
-1.291223057083715,1.128886178445189,1
0.23562180651733902,-0.9682029363010227,0
0.9771160897188689,2.6591809545531815,1
-2.816425217707874,0.8654467918751396,1
1.9135811629891462,-0.21609149459813118,0
-0.025783610953853616,0.26633026835446283,0
0.7581061592979347,-1.3765230888035578,0
-0.3691806034927528,1.2978947904210572,1
-0.9662547837829577,1.1139990550131467,1
-1.2367473127572375,0.38588368971374565,1
-0.2283278867827993,-2.8449916825786357,0
1.6677075914627173,0.4275128323804457,0
-0.7152433876634836,-1.8377317429369564,0
-2.354705185602581,-0.1108110292946442,1
0.6963124703440221,-1.790716214115964,0
2.456501000698104,1.280847882857819,0
-1.5132668004482401,0.22992201498259618,1
-0.7864152813927948,-2.5120956932834986,0
2.5010619283503788,-0.5488520178849163,0
1.1925983382184777,-1.1934029371196408,0
-1.7107484480393595,-1.2557424449073977,0
-3.0126863815101466,-0.9261968398493595,1
-0.9826307593837341,-1.1492538500893694,0
-0.36413079116705577,-2.3047266295377344,0
-1.841610052659018,0.6357570577388814,1
-1.0914589884611325,-1.171565004544281,0
0.9018813901368683,-0.06582617150420769,0
