PC1,PC2,Cluster
1.8219609764912525,-1.6413508698057695,0
-1.028816246801451,1.1264271713581908,2
0.05032278120465673,1.9770353958548628,2
-1.9468183309036822,1.7597029797432782,2
0.3226642473511151,-0.3565212438411858,1
1.3379723443764597,0.4583713420067086,3
0.7100134235737451,0.774550691025596,1
-0.531214117536134,-2.094833947028119,0
-0.541737987950722,-0.7553261785349884,0
-0.275166246947948,-1.0921384578209583,0
1.898544748129547,-0.8749606809554168,1
0.42690716074408686,-1.4238012606055561,1
0.288055646585007,-2.162253669257154,0
-0.8493695762583474,-1.7225286414786602,0
-1.1290413892198745,-0.121668027835728,0
-0.7564707781111053,0.8594414854806535,2
-1.6047447143730285,-0.03700136728797879,2
1.24052178720523,-1.3744097185935842,0
-0.15849407910003774,1.263674358328772,3
0.5148726412306055,-1.3855116500714433,0
-1.3854500252037623,-0.37217854573581094,2
0.9418830933853282,-0.4052211202044717,1
1.6290265430323014,-0.7138824276330167,1
-1.3096620117138447,-0.8048905157576526,0
-0.4625518244498023,-0.8110617909474968,0
1.8652319965995432,0.046626262588324585,1
1.1855430637354623,1.2239794126139216,3
1.7857876874641818,0.3513571796497687,1
0.7442334953083171,0.8316483348224565,1
-0.29293012869181967,0.769406925356759,2
-0.2732618179372481,-1.0666177783675244,0
-1.2355996730424303,-2.1553609156217832,0
0.3022520568182605,-0.3454236389110147,3
-1.3568295436810471,0.4200181455965864,2
0.7470283214647806,0.4085984250427878,1
-0.29354987937978305,0.4624238362823338,3
-2.026855540096168,0.4938446952161511,2
-0.8751409766131496,-0.6470147008093651,0
0.4523438776569974,0.26787779389450783,1
-0.3172513258939532,-0.8429200677484954,0
-2.177088768821871,1.2067044837258296,2
-0.8125483799299434,1.0012739835404587,2
-1.7267210693027863,0.74881772304838,2
-0.11756622993271645,-1.6000278677178015,0
0.8780588822395285,-0.22319766973568486,1
0.4078980877360147,0.04194895635773298,1
-0.9996645793899425,1.6610255049022946,2
-0.16537822317249626,0.49990881691537753,3
-0.5417484300504829,-0.1697306374895266,0
-0.5984599123604866,1.1880664630901447,2
1.935578188665772,0.8522934153122654,1
1.0936146147021102,-0.3704588271004563,1
-0.3750986297203004,1.8622465445365342,2
-0.7734807883695276,-1.0828957698728638,0
-0.7892829898336042,-0.04910781995631193,2
2.387009779649152,-1.0528522730743102,1
-1.9013331723459008,1.1681356148554793,2
-0.12199551357790037,0.25759854104149243,3
-1.7075134831419707,0.048578700981729096,2
-0.5980775173980537,-1.511539290047313,0
1.2816584880304285,1.1962545149693244,1
-0.30751590191592204,1.0659024483162185,2
2.058222879857842,0.07271541741114136,1
0.19111617305121556,-0.5881278577329022,0
0.6773224833854617,-0.43881914870951594,3
-1.155159165262227,0.6788792377734425,2
0.4034046242006251,0.7964551020541845,1
-1.2434023769392046,-0.8908305061847303,0
-0.8383651517448899,1.656242316319761,2
0.7404067286763087,0.7533070113534173,1
-0.9493782142249737,-0.4575065028411359,0
0.0328914486270413,-0.5166130163962614,0
-0.7069879972407734,-0.36066124814465694,0
0.08141657433557264,0.7597753113335909,3
1.2384530336956485,2.1956187541127155,3
0.3940528320970358,0.6467413084195585,1
1.0367855839951383,1.269748255100685,3
-0.4953792406972681,-0.8115587816770514,0
-0.3212392567561254,1.0899231172712218,2
-0.9245212707948067,-1.3430134210891547,0
0.017007988651809167,0.8035804023353331,1
-0.2879782995231681,-0.16013983457682404,1
-0.9782720451439798,0.9251004545536295,2
-0.31639934389141705,-1.2530109995525265,0
-0.14836295841202468,-1.9941330489714406,0
-0.9397402220637069,0.5392479319040538,2
0.9299539941333582,0.6552901275316282,1
-1.4263249350625162,0.16419703716258968,2
0.44094893081232245,-0.8117921261176809,0
-1.361977840408352,-0.39871822083745145,0
1.4268444164193088,-0.308521655657405,1
0.7618055110744224,0.82981761765497,3
1.5004782276396766,0.6544935675171716,1
-1.3696977113095525,0.4390786389988098,2
1.3575385657202825,0.7893901414714767,3
1.2647060199701343,1.7059745250750107,3
0.7233536988674253,-0.11888635544192705,3
1.4040904825303984,0.07420402273959276,1
-0.13732574660401062,-0.6631522692523509,0
-0.7360044688820669,0.08205730104848255,2
0.6598340906478809,-1.2241344531629166,0
-1.3696363189565515,-2.13121558495138,0
1.9733097921202856,0.5141534835911162,1
1.4907165421771347,-0.8606960198425314,1
-0.23524130638965285,0.9921844977268913,3
-0.5017670762737986,-0.40139393250747785,1
1.5750472189173723,1.6667028984412557,3
0.33046532093563413,1.1235606096810906,3
0.7524533414891892,-2.297309910592823,0
0.12621716749759543,1.5677774860495708,2
0.7341539127111975,0.06339775917928131,3
1.2810020846022954,-0.9480415179902842,1
-2.127302323431783,1.1414819463072226,2
0.4618571739952494,0.23296194985897942,3
-0.5530893827132998,0.7110240431414335,3
-0.6518188733834958,1.449661439367962,2
-2.0190732566393637,1.4763192867196853,2
-1.4169066544923685,0.7636804175652334,2
-1.2850835747420133,-0.00091588969461701,0
-0.6896859805309302,-1.5084321667465177,0
-0.6420541692496751,-0.5628870806384615,0
1.1841107349266384,-0.5145543560324748,1
-0.1377377989092842,-1.3392463612542371,0
-1.5170542706594867,-0.48611727949872563,0
-1.1765428171040355,0.9304169723242588,2
1.0484831469156035,0.45747571962926126,1
0.4921033219773534,1.1425211793707333,3
1.003862637561174,-0.4384472111175531,3
-0.18375891231972186,-1.1717205051327348,0
0.8763261566282377,0.3984507650459144,3
0.8829932621474003,1.790367259692786,3
0.7685159016542165,-1.83271965553684,0
-1.6409891854438516,0.5227507376302298,2
-0.007570428983701487,-0.2177188865469378,3
0.7018281280722696,0.5240182826491717,3
-0.6022541636374344,0.8053162487212758,2
0.7105818248202725,-0.5570678653392364,3
-0.9200781272663152,0.155320092912329,2
0.9452486800235143,-1.546956481566606,0
0.9459038545523398,0.12461795635885502,1
-1.5588748156955035,-0.7119813140466897,0
1.4932197623989392,0.7077133701065064,3
-0.5560948100198567,-0.8890269027473391,0
0.24513840976996412,-0.19170964875897895,1
-0.6674904426355412,1.1572574302971785,2
-1.6523810679658781,-0.1310216788798153,2
1.0083743277342636,1.4350629701801096,3
-2.3183675853956305,1.1054229104856093,2
-0.062570475931836,-0.5713438402990815,1
1.07302078902554,-1.45028068853098,0
-0.4183394645910665,1.6878347278939512,2
-0.08728538836510151,-0.9551997120730775,0
-1.570411705675795,0.32117602863202527,2
0.2753949067083702,0.40246322462663536,1
0.11832740405017812,-0.897530978596011,0
0.32621200904235576,1.3846863181631337,3
1.9958947365251134,-0.8722674946406427,1
-1.4382373766937708,-1.2034461596225057,0
-0.030151922005518268,-1.1931523685252008,0
-0.8568994845806847,-0.6110551472030153,0
1.7108280602283372,-0.22881951543874218,1
-1.400898342311717,-0.6143153717756565,0
1.019124169765144,0.2493007137328448,3
-0.2899871712998897,-0.5379778679283018,0
